==================================================
CIFAR-100 ResNet 訓練紀錄
==================================================
電腦名稱         : aero01
Python 版本      : 3.10.12
TensorFlow 版本  : 2.17.0
訓練裝置類型     : CUDA
裝置名稱         : NVIDIA L40S
CUDA 版本        : 12.3
訓練開始時間     : 2026-05-05 00:43:10
總訓練時間       : 65291.84 秒

--------------------------------------------------
Epoch    Loss       Train Acc    Test Acc     累計時間
4312/5000  0.0003     99.98        74.75        56323.57s
4313/5000  0.0003     99.98        74.80        56336.53s
4314/5000  0.0004     99.97        74.80        56349.51s
4315/5000  0.0003     99.99        74.72        56362.50s
4316/5000  0.0005     99.97        74.75        56375.43s
4317/5000  0.0004     99.98        74.86        56388.35s
4318/5000  0.0002     99.99        74.87        56401.28s
4319/5000  0.0003     99.98        74.87        56414.19s
4320/5000  0.0003     99.97        74.90        56427.16s
4321/5000  0.0003     99.98        74.90        56440.00s
4322/5000  0.0003     99.98        74.87        56452.92s
4323/5000  0.0003     99.98        74.86        56465.79s
4324/5000  0.0003     99.97        74.84        56478.68s
4325/5000  0.0005     99.98        74.89        56491.56s
4326/5000  0.0003     99.99        74.86        56504.48s
4327/5000  0.0004     99.98        74.76        56517.39s
4328/5000  0.0002     99.99        74.84        56530.26s
4329/5000  0.0003     99.97        74.84        56543.19s
4330/5000  0.0003     99.98        74.84        56556.11s
4331/5000  0.0003     99.98        74.87        56569.01s
4332/5000  0.0004     99.98        74.80        56581.98s
4333/5000  0.0004     99.98        74.81        56594.98s
4334/5000  0.0003     99.98        74.82        56607.83s
4335/5000  0.0003     99.99        74.82        56620.74s
4336/5000  0.0003     99.98        74.85        56633.74s
4337/5000  0.0002     99.99        74.83        56646.62s
4338/5000  0.0003     99.98        74.78        56659.61s
4339/5000  0.0003     99.99        74.83        56672.53s
4340/5000  0.0003     99.98        74.79        56685.43s
4341/5000  0.0003     99.98        74.74        56698.38s
4342/5000  0.0003     99.98        74.75        56711.22s
4343/5000  0.0002     99.99        74.73        56724.06s
4344/5000  0.0003     99.98        74.70        56737.05s
4345/5000  0.0003     99.97        74.78        56750.01s
4346/5000  0.0004     99.98        74.88        56762.96s
4347/5000  0.0004     99.98        74.86        56776.00s
4348/5000  0.0003     99.99        74.84        56788.95s
4349/5000  0.0004     99.98        74.87        56801.94s
4350/5000  0.0003     99.98        74.92        56814.93s
4351/5000  0.0003     99.98        74.87        56827.77s
4352/5000  0.0003     99.98        74.86        56840.72s
4353/5000  0.0003     99.98        74.84        56853.60s
4354/5000  0.0003     99.98        74.93        56866.45s
4355/5000  0.0003     99.97        74.89        56879.27s
4356/5000  0.0003     99.98        74.71        56892.17s
4357/5000  0.0003     99.99        74.72        56905.15s
4358/5000  0.0003     99.98        74.78        56918.08s
4359/5000  0.0003     99.98        74.81        56930.99s
4360/5000  0.0003     99.98        74.81        56943.99s
4361/5000  0.0003     99.98        74.83        56956.91s
4362/5000  0.0003     99.97        74.83        56969.83s
4363/5000  0.0002     99.99        74.81        56982.73s
4364/5000  0.0002     99.99        74.81        56995.66s
4365/5000  0.0003     99.98        74.79        57008.60s
4366/5000  0.0003     99.98        74.78        57021.78s
4367/5000  0.0003     99.98        74.79        57035.18s
4368/5000  0.0003     99.98        74.90        57048.60s
4369/5000  0.0003     99.99        74.85        57062.01s
4370/5000  0.0003     99.98        74.79        57075.34s
4371/5000  0.0003     99.98        74.85        57088.55s
4372/5000  0.0003     99.98        74.82        57101.75s
4373/5000  0.0003     99.97        74.82        57114.74s
4374/5000  0.0003     99.98        74.80        57127.94s
4375/5000  0.0003     99.98        74.80        57141.05s
4376/5000  0.0003     99.98        74.79        57154.21s
4377/5000  0.0003     99.98        74.82        57167.25s
4378/5000  0.0003     99.98        74.74        57180.47s
4379/5000  0.0004     99.98        74.72        57193.43s
4380/5000  0.0003     99.97        74.73        57206.35s
4381/5000  0.0003     99.98        74.74        57219.17s
4382/5000  0.0003     99.98        74.71        57232.02s
4383/5000  0.0003     99.98        74.70        57245.14s
4384/5000  0.0003     99.98        74.68        57258.47s
4385/5000  0.0003     99.98        74.73        57271.65s
4386/5000  0.0004     99.98        74.72        57284.76s
4387/5000  0.0003     99.98        74.69        57298.13s
4388/5000  0.0003     99.98        74.72        57311.35s
4389/5000  0.0003     99.99        74.66        57324.36s
4390/5000  0.0003     99.99        74.73        57337.42s
4391/5000  0.0003     99.98        74.79        57350.43s
4392/5000  0.0003     99.98        74.74        57363.34s
4393/5000  0.0003     99.97        74.68        57376.27s
4394/5000  0.0003     99.98        74.68        57389.20s
4395/5000  0.0003     99.98        74.69        57402.14s
4396/5000  0.0003     99.98        74.68        57415.08s
4397/5000  0.0003     99.98        74.78        57428.03s
4398/5000  0.0003     99.97        74.73        57440.94s
4399/5000  0.0003     99.97        74.66        57453.84s
4400/5000  0.0002     99.99        74.66        57466.87s
4401/5000  0.0003     99.98        74.75        57479.76s
4402/5000  0.0003     99.98        74.67        57492.72s
4403/5000  0.0003     99.99        74.72        57505.68s
4404/5000  0.0003     99.98        74.68        57518.71s
4405/5000  0.0003     99.98        74.74        57531.68s
4406/5000  0.0006     99.98        74.74        57544.62s
4407/5000  0.0004     99.97        74.66        57557.50s
4408/5000  0.0003     99.97        74.64        57570.55s
4409/5000  0.0003     99.98        74.69        57583.48s
4410/5000  0.0003     99.98        74.64        57596.30s
4411/5000  0.0003     99.98        74.73        57609.25s
4412/5000  0.0003     99.98        74.68        57622.09s
4413/5000  0.0003     99.98        74.68        57635.01s
4414/5000  0.0003     99.98        74.66        57647.89s
4415/5000  0.0003     99.98        74.72        57660.89s
4416/5000  0.0003     99.98        74.72        57673.76s
4417/5000  0.0004     99.98        74.74        57686.82s
4418/5000  0.0003     99.99        74.76        57699.83s
4419/5000  0.0003     99.98        74.67        57712.78s
4420/5000  0.0003     99.98        74.67        57725.68s
4421/5000  0.0002     99.98        74.69        57738.65s
4422/5000  0.0002     99.98        74.71        57751.59s
4423/5000  0.0003     99.98        74.71        57764.47s
4424/5000  0.0003     99.99        74.68        57777.25s
4425/5000  0.0003     99.98        74.69        57790.18s
4426/5000  0.0003     99.98        74.68        57803.18s
4427/5000  0.0003     99.98        74.70        57816.11s
4428/5000  0.0003     99.98        74.63        57828.99s
4429/5000  0.0003     99.98        74.61        57841.92s
4430/5000  0.0003     99.98        74.63        57854.90s
4431/5000  0.0003     99.98        74.60        57867.96s
4432/5000  0.0003     99.97        74.74        57880.82s
4433/5000  0.0003     99.98        74.68        57893.80s
4434/5000  0.0003     99.98        74.64        57906.79s
4435/5000  0.0003     99.99        74.65        57919.78s
4436/5000  0.0003     99.98        74.70        57932.74s
4437/5000  0.0004     99.97        74.70        57945.75s
4438/5000  0.0003     99.98        74.65        57958.72s
4439/5000  0.0004     99.98        74.69        57971.64s
4440/5000  0.0004     99.98        74.68        57984.49s
4441/5000  0.0003     99.98        74.65        57997.38s
4442/5000  0.0004     99.98        74.68        58010.25s
4443/5000  0.0003     99.98        74.67        58023.18s
4444/5000  0.0004     99.98        74.75        58036.15s
4445/5000  0.0002     99.99        74.79        58049.10s
4446/5000  0.0003     99.98        74.73        58062.07s
4447/5000  0.0003     99.98        74.78        58075.00s
4448/5000  0.0003     99.97        74.75        58088.08s
4449/5000  0.0003     99.99        74.69        58100.96s
4450/5000  0.0004     99.98        74.63        58113.87s
4451/5000  0.0002     99.98        74.67        58126.82s
4452/5000  0.0003     99.98        74.64        58139.64s
4453/5000  0.0003     99.98        74.66        58152.46s
4454/5000  0.0002     99.98        74.65        58165.28s
4455/5000  0.0003     99.98        74.55        58178.21s
4456/5000  0.0003     99.98        74.64        58191.06s
4457/5000  0.0004     99.98        74.73        58203.98s
4458/5000  0.0003     99.97        74.64        58216.84s
4459/5000  0.0002     99.99        74.64        58229.72s
4460/5000  0.0004     99.98        74.64        58242.64s
4461/5000  0.0003     99.99        74.68        58255.43s
4462/5000  0.0003     99.98        74.65        58268.29s
4463/5000  0.0002     99.98        74.59        58281.29s
4464/5000  0.0003     99.98        74.64        58294.34s
4465/5000  0.0003     99.98        74.71        58307.33s
4466/5000  0.0004     99.97        74.55        58320.18s
4467/5000  0.0003     99.98        74.57        58333.17s
4468/5000  0.0003     99.98        74.54        58346.16s
4469/5000  0.0003     99.98        74.60        58359.13s
4470/5000  0.0003     99.98        74.57        58372.08s
4471/5000  0.0003     99.99        74.50        58385.00s
4472/5000  0.0005     99.98        74.63        58397.99s
4473/5000  0.0003     99.98        74.62        58410.95s
4474/5000  0.0003     99.98        74.65        58424.06s
4475/5000  0.0005     99.98        74.52        58437.04s
4476/5000  0.0006     99.98        74.58        58450.00s
4477/5000  0.0003     99.98        74.56        58462.90s
4478/5000  0.0003     99.99        74.58        58475.82s
4479/5000  0.0004     99.98        74.57        58488.71s
4480/5000  0.0003     99.97        74.55        58501.89s
4481/5000  0.0003     99.98        74.64        58515.20s
4482/5000  0.0004     99.98        74.58        58528.33s
4483/5000  0.0003     99.98        74.61        58541.37s
4484/5000  0.0003     99.99        74.63        58554.55s
4485/5000  0.0003     99.98        74.60        58567.78s
4486/5000  0.0003     99.98        74.58        58581.08s
4487/5000  0.0003     99.98        74.63        58594.31s
4488/5000  0.0003     99.98        74.63        58607.42s
4489/5000  0.0002     99.98        74.64        58620.42s
4490/5000  0.0003     99.99        74.67        58633.32s
4491/5000  0.0002     99.98        74.64        58646.26s
4492/5000  0.0004     99.99        74.55        58659.18s
4493/5000  0.0003     99.98        74.56        58672.10s
4494/5000  0.0003     99.98        74.64        58685.04s
4495/5000  0.0003     99.98        74.53        58697.94s
4496/5000  0.0003     99.99        74.58        58710.86s
4497/5000  0.0003     99.98        74.63        58723.79s
4498/5000  0.0003     99.98        74.54        58736.62s
4499/5000  0.0003     99.98        74.65        58749.56s
4500/5000  0.0003     99.99        74.55        58762.54s
4501/5000  0.0002     99.99        74.52        58775.43s
4502/5000  0.0003     99.98        74.56        58788.47s
4503/5000  0.0003     99.99        74.58        58801.50s
4504/5000  0.0003     99.98        74.51        58814.52s
4505/5000  0.0003     99.98        74.58        58827.43s
4506/5000  0.0003     99.98        74.49        58840.25s
4507/5000  0.0003     99.98        74.61        58853.13s
4508/5000  0.0005     99.98        74.56        58866.08s
4509/5000  0.0003     99.98        74.51        58878.93s
4510/5000  0.0003     99.98        74.51        58891.69s
4511/5000  0.0003     99.98        74.44        58904.66s
4512/5000  0.0003     99.98        74.58        58917.70s
4513/5000  0.0003     99.98        74.52        58930.71s
4514/5000  0.0002     99.98        74.51        58943.83s
4515/5000  0.0003     99.97        74.47        58956.88s
4516/5000  0.0003     99.98        74.51        58969.81s
4517/5000  0.0003     99.99        74.56        58982.79s
4518/5000  0.0003     99.98        74.57        58995.71s
4519/5000  0.0003     99.99        74.54        59008.78s
4520/5000  0.0004     99.97        74.63        59021.79s
4521/5000  0.0004     99.97        74.57        59034.82s
4522/5000  0.0003     99.98        74.62        59047.68s
4523/5000  0.0003     99.98        74.55        59060.48s
4524/5000  0.0003     99.98        74.66        59073.28s
4525/5000  0.0003     99.97        74.69        59086.13s
4526/5000  0.0003     99.98        74.61        59099.04s
4527/5000  0.0003     99.98        74.59        59112.05s
4528/5000  0.0003     99.98        74.52        59125.12s
4529/5000  0.0003     99.98        74.55        59138.03s
4530/5000  0.0005     99.98        74.57        59150.99s
4531/5000  0.0003     99.99        74.59        59163.88s
4532/5000  0.0003     99.97        74.58        59176.74s
4533/5000  0.0003     99.98        74.59        59189.68s
4534/5000  0.0003     99.97        74.66        59202.72s
4535/5000  0.0005     99.97        74.59        59215.55s
